Official Title,Posting Number,Department,Active Applications,Workflow State,Last Status Update,All Submitted Applications,Incomplete Applications,Close Date,Closing Date,FTE,Pay Rate
Online Adjunct Faculty (Future Need)--FDHUM 103: Art and Propaganda in the 20th Century,0600498,Online Learning Administration,0,Filled,"February 07, 2012 at 01:33 PM",8,0,Sep 09,09.09.2011,,$815 per credit hour (3 credit-course)
Online Adjunct Faculty (Future Need)--ENG 110: Intro to English Studies and Professions,0600499,Online Learning Administration,0,Filled,"February 07, 2012 at 01:34 PM",22,2,Sep 09,09.09.2011,,$815 per credit hour (1-credit course)
Online Adjunct Faculty (Future Need)--ENG 325: Theory and Practice of Language - Grammar and Usage,0600503,Online Learning Administration,0,Filled,"February 07, 2012 at 01:36 PM",12,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--ENG 252: Research and Presentation,0600501,Online Learning Administration,0,Filled,"February 07, 2012 at 01:35 PM",17,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--ENG 314: Advanced Research and Literary Analysis,0600502,Online Learning Administration,0,Filled,"February 07, 2012 at 01:35 PM",11,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--ENG 335: American Literature - Realism and Modern,0600504,Online Learning Administration,0,Filled,"February 07, 2012 at 01:47 PM",6,1,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--ENG 332: British Literature - Neoclassicism and Romanticism,0600505,Online Learning Administration,0,Filled,"February 07, 2012 at 01:38 PM",8,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--ACCTG 202: Managerial Accounting,0600507,Online Learning Administration,0,Filled,"February 07, 2012 at 01:39 PM",20,1,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--BIO 381: Pathophysiology,0600513,Online Learning Administration,2,Filled,"February 07, 2012 at 01:44 PM",9,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FAML 300: Marriage,0600514,Online Learning Administration,3,Filled,"February 07, 2012 at 01:45 PM",16,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--AUTO 125: Auto Main 1,0600509,Online Learning Administration,0,Filled,"February 07, 2012 at 01:42 PM",1,0,Sep 09,09.09.2011,,$815 per credit hour (1-credit course)
Online Adjunct Faculty (Future Need)--ENG 450: Rhetorical Studies,0600506,Online Learning Administration,0,Filled,"February 07, 2012 at 01:38 PM",11,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--COMM 150: Interpersonal Communications,0600510,Online Learning Administration,0,Filled,"February 07, 2012 at 01:42 PM",25,3,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--HFED 100: Essentials of Human Nutrition,0600515,Online Learning Administration,0,Filled,"February 07, 2012 at 01:46 PM",9,1,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDINT 201: Global Hotspot - Pakistan,0600508,Online Learning Administration,0,Filled,"February 07, 2012 at 01:42 PM",7,0,Sep 09,09.09.2011,,$815 per credit hour (2-credit course)
Online Adjunct Faculty (Future Need)--COMM 450: Conflict Management and Negotiation,0600511,Online Learning Administration,0,Filled,"February 07, 2012 at 01:43 PM",21,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--SOC 112: Social Problems,0600484,Online Learning Administration,0,Filled,"February 07, 2012 at 01:17 PM",17,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDSCI 205: Understanding DNA,0600485,Online Learning Administration,3,Filled,"February 07, 2012 at 01:18 PM",10,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--SOC 111: Introduction to Sociology,0600483,Online Learning Administration,0,Filled,"February 07, 2012 at 01:16 PM",15,1,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Current Need)--PH 121: Principles of Physics,0600488,Online Learning Administration,1,Filled,"February 07, 2012 at 01:20 PM",13,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDSCI 201: Natural Disasters,0600520,Online Learning Administration,0,Filled,"February 07, 2012 at 01:46 PM",5,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDCNC 250: Foundations Capstone,0600486,Online Learning Administration,0,Filled,"February 07, 2012 at 01:19 PM",27,2,Sep 09,09.09.2011,,$815 per credit hour (2-credit course)
Online Adjunct Faculty (Future Need)--B 283 Introduction to Entrepreneurship,0600487,Online Learning Administration,0,Filled,"February 07, 2012 at 01:20 PM",36,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Current Need)--CHILD 300: Infant and Toddler Development,0600489,Online Learning Administration,0,Filled,"February 07, 2012 at 01:21 PM",37,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Current Need)--HFED 160: Home and Family Management,0600490,Online Learning Administration,3,Cancelled,"May 01, 2015 at 12:38 PM",40,1,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--COMM 352: Persuasion,0600492,Online Learning Administration,0,Filled,"February 07, 2012 at 01:23 PM",14,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--CHILD 320: Adolescent Development,0600491,Online Learning Administration,0,Filled,"February 07, 2012 at 01:23 PM",19,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--CIT 140: Micro Applications,0600518,Online Learning Administration,0,Filled,"February 07, 2012 at 01:46 PM",12,1,Sep 09,09.09.2011,,$815 per credit hours (most courses are 3 credits)
Online Adjunct Faculty--FDREL 121: Book of Mormon I,0602256,Online Learning Administration,0,Filled,"September 11, 2018 at 01:41 PM",2,0,Open Until Filled,,,
ESL Coordinator,,Online Learning Administration,0,Filled,"December 06, 2011 at 09:25 AM",1,0,Aug 13,13.08.2011,1,"Starting Salary $57,100/yr"
Groundskeeper,,Grounds,0,Filled,"December 06, 2011 at 09:26 AM",1,0,Aug 24,24.08.2011,.75,
Online Adjunct Faculty (Future Need)--SPAN 102: Beginning Spanish II,0600522,Online Learning Administration,0,Filled,"February 07, 2012 at 01:47 PM",19,1,Sep 09,09.09.2011,,$815 per credit hours (3-credit course)
Online Adjunct Faculty (Current Need)--TA 402: Theatre History II,0600517,Online Learning Administration,0,Filled,"February 07, 2012 at 01:15 PM",7,0,Sep 27,27.09.2011,,$815 per credit hour (3-credit course)
University Store Systems Administrator,0600524,University Store,0,Filled,"October 06, 2011 at 04:15 PM",15,1,Sep 21,21.09.2011,1,"Starting salary $57,000/yr"
Human Resources Director,0600521,Human Resources,0,Filled,"January 06, 2012 at 04:34 PM",71,3,Aug 31,31.08.2011,1.0,"Starting at $94,000/yr"
Online Adjunct Faculty--FDENG 101: Writing Foundations,,Online Learning Administration,0,Filled,"January 04, 2012 at 03:52 PM",1,0,Open Until Filled,,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ED 200: History and Philosophy of Education,,Online Learning Administration,0,Filled,"January 04, 2012 at 03:47 PM",1,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty (Future Need)--B 220: Business Communications,,Online Learning Administration,0,Filled,"January 04, 2012 at 03:43 PM",9,0,Sep 12,12.09.2011,,$815 per course credit hour (3 credits)
Adjunct Faculty - Physics,,Academic Office,0,Filled,"April 29, 2013 at 12:31 PM",6,0,Open Until Filled,,,Dependent on Education and Experience
Admissions Coordinator,0600523,Admissions,0,Filled,"December 05, 2011 at 04:00 PM",90,2,Sep 05,05.09.2011,1,"$44,900/yr"
Video Production Coordinator,0600525,University Communications,0,Filled,"November 28, 2011 at 11:15 AM",25,0,Oct 10,10.10.2011,1,"Starting salary $50,650/yr"
Online Adjunct Faculty (Future Need)--PSYCH 111: General Psychology,0600516,Online Learning Administration,0,Filled,"February 07, 2012 at 01:48 PM",16,1,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Technology Engineer,0600526,Information Technology,0,Filled,"October 28, 2011 at 12:41 PM",29,0,Oct 08,08.10.2011,1,"Starting Salary $57,000/yr"
Salad Preparer,0600529,University Food Services,0,Filled,"November 04, 2011 at 04:24 PM",12,0,Oct 10,10.10.2011,.60,Starting wage $8.60/hr
Systems & Operations Coordinator,0600528,Human Resources,0,Filled,"November 04, 2011 at 04:22 PM",31,0,Oct 18,18.10.2011,1,"Starting salary $45,000/yr (correction made 9/28/11)"
Financial Aid Advisor,0600527,Student Financial Aid ,0,Filled,"November 04, 2011 at 04:23 PM",60,0,Oct 11,11.10.2011,1.0,"Starting salary $35,650/yr"
Project Manager (1 Year Temporary),,Information Technology,0,Filled,"December 06, 2011 at 09:57 AM",1,0,Sep 30,30.09.2011,1,"Starting salary $64,000/yr"
Full-time Faculty - Teacher Education,0600555,Teacher Education,0,Cancelled,"February 18, 2012 at 07:06 PM",75,1,Jan 15,15.01.2012,,Dependent on Education and Experience
Academic Counselor,,Academic Discovery Center,0,Filled,"December 06, 2011 at 08:47 AM",1,0,Oct 07,07.10.2011,1,"Starting Salary $45,000/yr"
Full-time Faculty - Psychology,0600534,Psychology,0,Filled,"June 22, 2012 at 10:14 AM",14,0,Jan 15,15.01.2012,,Dependent on education and experience.
Office Assistant II,0600530,Information Technology,0,Filled,"November 04, 2011 at 04:21 PM",31,2,Oct 12,12.10.2011,1,"Starting salary $31,900/yr"
Full-time Faculty - Chemistry,0600538,Chemistry,0,Filled,"April 27, 2012 at 09:45 AM",13,0,Jan 15,15.01.2012,,Dependent on education and experience.
Full-time Faculty - Theatre,0600557,Theatre & Dance,0,Filled,"June 22, 2012 at 10:17 AM",7,0,Jan 15,15.01.2012,,Dependent on education and experience.
Full-time Faculty - Music (Woodwind Area),0600551,Music,0,Filled,"June 22, 2012 at 10:11 AM",13,0,Jan 15,15.01.2012,,Dependent on education and experience.
Full-time Faculty - Academic Support (Presentation Practice Center),0600542,Academic Learning,0,Cancelled,"February 18, 2012 at 07:25 PM",27,0,Jan 15,15.01.2012,,Dependent on education and experience.
Full-time Faculty - Mathematics,0600540,Mathematics,0,Filled,"April 27, 2012 at 09:48 AM",16,0,Jan 15,15.01.2012,,Dependent on education and experience.
Full-time Faculty - Geology,0600549,Geology,0,Filled,"April 27, 2012 at 09:47 AM",10,0,Jan 15,15.01.2012,,Dependent on education and experience.
Full-time Faculty - Architecture and Construction Management,0600556,Academic Office,0,Filled,"June 22, 2012 at 10:09 AM",14,0,Jan 15,15.01.2012,,Dependent on education and experience.
Online Adjunct Faculty--AGBUS 100: Ag Orientation,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:12 PM",0,0,Open Until Filled,,,$900 per credit hours (1-credit course)
Full-time Faculty - Human Performance (Aquatics),0600550,Academic Office,0,Filled,"June 22, 2012 at 10:11 AM",9,0,Feb 15,15.02.2012,,Dependent on education and experience.
Online Adjunct Faculty--AGBUS 180: Ag Accounting and Computer Apps,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:12 PM",0,0,Open Until Filled,,,$900 per credit hours (4-credit course)
Online Adjunct Faculty--ACCTG 180: Survey of Accounting,,Online Learning Administration,0,Cancelled,"October 18, 2011 at 04:32 PM",0,0,Open Until Filled,,,$900 per credit hours (3-credit course)
Online Adjunct Faculty--ACCTG 201: Financial Accounting,0602198,Online Learning Administration,0,Filled,"September 05, 2018 at 09:59 AM",75,3,Open Until Filled,,,
Temporary Faculty - Art (Photography),0600533,Academic Office,0,Filled,"April 27, 2012 at 10:03 AM",3,0,Open Until Filled,15.01.2012,,Dependent on Education and Experience
Full-time Faculty - Religious Education,0600532,Religious Education,0,Filled,"April 27, 2012 at 09:51 AM",61,1,Nov 11,11.11.2011,,Dependent on education and experience.
Temporary Faculty - English,0600531,Academic Office,0,Filled,"June 22, 2012 at 10:28 AM",21,1,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--ACCTG 205: Accounting Software,,Online Learning Administration,0,Filled,"February 10, 2017 at 12:53 PM",39,1,Open Until Filled,,,
Online Adjunct Faculty--ACCTG 202: Managerial Accounting,0602199,Online Learning Administration,0,Filled,"September 05, 2018 at 10:21 AM",54,0,Open Until Filled,,,
Online Adjunct Faculty--ART 110: Drawing I,,Online Learning Administration,1,Filled,"February 28, 2017 at 04:12 PM",48,2,Open Until Filled,,,
Full-time Faculty - Mechanical Engineering (Civil Engineering),0600541,Mechanical and Civil Engineering,0,Filled,"April 27, 2012 at 09:49 AM",12,0,Jan 15,15.01.2012,,Dependent on education and experience.
Online Adjunct Faculty--AGBUS 498: Occupational Internship II,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:12 PM",0,0,Open Until Filled,,,$900 per credit hours (1-credit course)
Online Adjunct Faculty--B 101: Introduction to Business,,Online Learning Administration,0,Filled,"March 07, 2017 at 03:46 PM",24,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ART 117: Design/Color,,Online Learning Administration,0,Filled,"February 10, 2017 at 02:32 PM",46,0,Open Until Filled,,,
Online Adjunct Faculty--AS 215: Anatomy and Physiology,,Online Learning Administration,0,Cancelled,"November 30, 2015 at 01:38 PM",0,0,Open Until Filled,,,$900 per credit hour (4-credit course)
Online Adjunct Faculty--B 105: International Entrepreneurship,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:15 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--ARCH 300: Sustainable Design & Construction,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:13 PM",0,0,Open Until Filled,,,$900 per credit hours (3-credit course)
Online Adjunct Faculty--ARCH 270: Specifications,0600564,Online Learning Administration,0,Cancelled,"November 18, 2011 at 05:16 PM",0,0,Open Until Filled,04.01.2012,,$900 per credit hours (3-credit course)
Online Adjunct Faculty--ART 130: Intro to Graphic Design,,Online Learning Administration,1,Filled,"February 28, 2017 at 04:42 PM",46,1,Open Until Filled,,,
Online Adjunct Faculty--B 100: Business Management Orientation,,Online Learning Administration,0,Filled,"March 06, 2017 at 05:40 PM",17,1,Open Until Filled,,,$900 per credit hour (1-credit course)
Online Adjunct Faculty--AUTO 125: Auto Main 1,,Online Learning Administration,0,Filled,"September 15, 2016 at 01:08 PM",22,0,Open Until Filled,,,
Online Adjunct Faculty--B 120: Consultative Sales/Customer Rel.,,Online Learning Administration,2,Filled,"March 07, 2017 at 04:16 PM",6,1,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ART 235: Graphic Design,0600680,Online Learning Administration,0,Filled,"March 06, 2017 at 04:44 PM",19,0,Open Until Filled,08.11.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ART 230: Typography,0600618,Online Learning Administration,0,Filled,"September 06, 2012 at 05:34 PM",12,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 129: Office Procedures,,Online Learning Administration,0,Filled,"March 08, 2017 at 12:38 PM",30,1,Open Until Filled,,,
Online Adjunct Faculty--B 211: Business Fundamentals I,0600619,Online Learning Administration,0,Filled,"October 08, 2012 at 09:38 AM",57,3,Open Until Filled,,,$900 per credit hour (4-credit course)
Online Adjunct Faculty--B 250: Web Business I,0600565,Online Learning Administration,0,Filled,"February 07, 2012 at 01:29 PM",18,0,Open Until Filled,04.01.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 212: Business Fundamentals II,,Online Learning Administration,0,Filled,"August 31, 2017 at 04:38 PM",49,0,Open Until Filled,,,
Online Adjunct Faculty--B 183: Entrepreneur Journey & Life of Meaning,0600631,Online Learning Administration,0,Filled,"October 08, 2012 at 09:29 AM",35,0,Open Until Filled,29.05.2012,,$900 per credit hour (3-credit course)
Temporary Faculty - Humanities,0600536,Humanities & Philosophy,0,Filled,"April 27, 2012 at 10:11 AM",9,0,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--B 220: Business Communications,,Online Learning Administration,14,Filled,"March 21, 2017 at 01:36 PM",139,0,Open Until Filled,,,
Online Adjunct Faculty--ART 403: Nineteenth Century Art,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:15 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Temporary Faculty - Communication,0600559,Communication,0,Filled,"April 27, 2012 at 10:05 AM",5,0,Open Until Filled,20.01.2012,,Dependent on Education and Experience
Temporary Faculty - Geology,0600552,Geology,0,Filled,"April 27, 2012 at 10:07 AM",3,0,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--B 301: Financial Management,,Online Learning Administration,0,Filled,"March 21, 2017 at 01:16 PM",53,0,Open Until Filled,,,
Online Adjunct Faculty--B 283: Introduction to Entrepreneurship,,Online Learning Administration,0,Cancelled,"October 08, 2012 at 09:51 AM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 341: Marketing Management,,Online Learning Administration,6,Filled,"March 21, 2017 at 05:10 PM",45,1,Open Until Filled,,,
Temporary Faculty - Mathematics,0600543,Mathematics,0,Filled,"April 27, 2012 at 10:09 AM",4,0,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--B 370: Human Resource Management,,Online Learning Administration,0,Filled,"March 22, 2017 at 11:56 AM",43,0,Open Until Filled,,,
Online Adjunct Faculty--B 361: Operations Management,,Online Learning Administration,0,Filled,"March 21, 2017 at 05:36 PM",53,2,Open Until Filled,,,
Online Adjunct Faculty--B 275: Business Law & Legal Environment,,Online Learning Administration,14,Filled,"March 21, 2017 at 12:28 PM",62,0,Open Until Filled,,,
Temporary Faculty - Academic Support (Mathematics),0600535,Academic Learning,0,Filled,"April 27, 2012 at 10:03 AM",7,0,Open Until Filled,,,Dependent on Education and Experience
Temporary Faculty - Music,0600553,Music,1,Cancelled,"July 10, 2019 at 04:08 PM",19,1,Open Until Filled,,,Dependent on Education and Experience
Online Adjunct Faculty--B 321: Organizational Behavior,,Online Learning Administration,10,Filled,"March 21, 2017 at 01:57 PM",93,0,Open Until Filled,,,
Online Adjunct Faculty--B 498: Business Strategy,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:15 PM",0,0,Open Until Filled,,,$900 per credit hours (3-credit course)
Online Adjunct Faculty--B 499A: Principles of Business Strategy,0600630,Online Learning Administration,0,Filled,"October 08, 2012 at 10:34 AM",34,1,Open Until Filled,09.04.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 383: New Venture Creation,0600620,Online Learning Administration,0,Filled,"October 08, 2012 at 10:25 AM",25,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 380: International Business,,Online Learning Administration,0,Filled,"March 22, 2017 at 12:14 PM",49,0,Open Until Filled,,,
Online Adjunct Faculty--B 398: Advanced Academic Internship,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:16 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--B 483: Entrepreneurial Management,0600621,Online Learning Administration,0,Filled,"October 08, 2012 at 10:28 AM",21,1,Open Until Filled,09.04.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--BIO 180: Intro to Biology I,0602015,Online Learning Administration,0,Cancelled,"October 11, 2017 at 02:42 PM",0,0,Open Until Filled,,,$900 per credit hour (4-credit course)
Online Adjunct Faculty--BIO 199: Biology Orientation,,Online Learning Administration,0,Cancelled,"March 27, 2015 at 01:28 PM",0,0,Open Until Filled,,,$900 per credit hour (1-credit course)
Online Adjunct Faculty--BIO 221: General Microbiology,,Online Learning Administration,0,Cancelled,"April 06, 2015 at 04:45 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--BIO 264: Human Anatomy & Physiology I,,Online Learning Administration,5,Filled,"August 24, 2016 at 03:33 PM",29,0,Open Until Filled,,,
Online Adjunct Faculty--BIO 381: Pathophysiology,,Online Learning Administration,3,Filled,"August 26, 2016 at 09:02 AM",12,0,Open Until Filled,,,
Online Adjunct Faculty--BIO 461: Principles of Physiology,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:17 PM",0,0,Open Until Filled,,,$900 per credit hour (5-credit course)
Online Adjunct Faculty--CHEM 105: General Chemistry,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:17 PM",0,0,Open Until Filled,,,$900 per credit hours (4-credit course)
Online Adjunct Faculty--CHILD 300: Infant and Toddler Development,,Online Learning Administration,1,Filled,"April 30, 2015 at 01:33 PM",74,0,Open Until Filled,,,
Online Adjunct Faculty--CHILD 498R: Internship,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:17 PM",0,0,Open Until Filled,,,$900 per credit hours (1-credit course)
Online Adjunct Faculty--CHILD 210: Child Development,,Online Learning Administration,2,Filled,"April 30, 2015 at 12:37 PM",131,1,Open Until Filled,,,
Online Adjunct Faculty--CHEM 101: Introduction to Chemistry,0600682,Online Learning Administration,0,Filled,"November 30, 2012 at 02:29 PM",11,0,Open Until Filled,20.09.2012,,$900 per credit hour (4-credit course)
Online Adjunct Faculty--CHILD 310: Early Childhood Development,0600622,Online Learning Administration,1,Filled,"July 06, 2012 at 05:03 PM",25,0,Open Until Filled,09.04.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--CHILD 320: Adolescent Development,,Online Learning Administration,4,Filled,"April 30, 2015 at 02:58 PM",73,0,Open Until Filled,,,
Online Adjunct Faculty--CIT 160: Introduction to Programming,,Online Learning Administration,0,Filled,"June 22, 2015 at 12:17 PM",3,0,Open Until Filled,,,
Online Adjunct Faculty--BIO 475: Evolutionary Science,,Online Learning Administration,0,Cancelled,"March 24, 2015 at 11:43 AM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--CIT 220: Intro to Databases,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:18 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ENG 332: Brit Lit/Neo & RM,,Online Learning Administration,1,Filled,"April 10, 2017 at 03:36 PM",8,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ENG 325: Theory and Practice of Language,,Online Learning Administration,0,Filled,"April 10, 2017 at 12:35 PM",11,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ENG 314: Advanced Research and Literary Analysis,,Online Learning Administration,0,Filled,"April 07, 2017 at 11:36 AM",6,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ENG 252: Research & Presentation,,Online Learning Administration,0,Filled,"April 06, 2017 at 06:26 PM",13,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--FDINT 204: China,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:21 PM",0,0,Open Until Filled,,,$900 per credit hours (2-credit course)
Online Adjunct Faculty--FDINT 205: China,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:18 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--FDMAT 108: Math for the Real World,0600574,Online Learning Administration,0,Filled,"February 07, 2012 at 01:27 PM",21,2,Open Until Filled,04.01.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--FDMAT 110: College Algebra,0600568,Online Learning Administration,4,Cancelled,"May 04, 2015 at 05:35 PM",12,1,Open Until Filled,04.01.2012,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--FDREL 215: Fundamentals of Scripture Study,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:36 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--CIT 240: Networking,,Online Learning Administration,0,Cancelled,"June 22, 2015 at 01:10 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--GS 103E: Time Management,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:18 PM",0,0,Open Until Filled,,,$900 per credit hour (0.5-credit course)
Online Adjunct Faculty--HIST 335: Africa since 1400,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:32 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--HIST 202: World Civilization since 1500,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:32 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--GS 105: College Success,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:18 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--NUTR 150: Essentials of Human Nutrition,,Online Learning Administration,0,Filled,"May 01, 2015 at 01:39 PM",22,2,Open Until Filled,,,
Online Adjunct Faculty--GS 103B: Notes & Listening,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:19 PM",0,0,Open Until Filled,,,$900 per credit hour (0.5-credit course)
Online Adjunct Faculty--GS 103F: Test Skills,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:19 PM",0,0,Open Until Filled,,,$900 per credit hour (0.5-credit course)
Online Adjunct Faculty--HFED 160: Home and Family Management,,Online Learning Administration,0,Cancelled,"May 01, 2015 at 12:37 PM",7,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--HFED 340: Money Management,0601225,Online Learning Administration,1,Filled,"April 30, 2015 at 04:32 PM",31,1,Open Until Filled,,,$900 per credit hours (3-credit course)
Online Adjunct Faculty--HFED 112: Nutrition and Young Children,0600625,Online Learning Administration,3,Closed,"September 28, 2015 at 03:51 PM",27,1,Open Until Filled,31.05.2012,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--GS 103D: Textbook Study Methods,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:19 PM",0,0,Open Until Filled,,,$900 per credit hour (0.5-credit course)
Online Adjunct Faculty--GS 111: Realize Vision,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:19 PM",0,0,Open Until Filled,,,$900 per credit hour (1-credit course)
Online Adjunct Faculty--HUM 202: The Art in Western Culture,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:31 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ID 242: Calculations,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:20 PM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--HS 420: Health Behavior Theories/Models,,Online Learning Administration,0,Cancelled,"March 24, 2015 at 09:01 AM",0,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--HS 460: Drugs of Use and Abuse,,Online Learning Administration,0,Cancelled,"March 27, 2015 at 03:04 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--ID 276: Materials & Sources,,Online Learning Administration,0,Cancelled,"August 31, 2017 at 04:20 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
Online Adjunct Faculty--HS 280: Medical Terminology,,Online Learning Administration,0,Filled,"April 17, 2015 at 03:56 PM",17,0,Open Until Filled,,,$900 per credit hour (2-credit course)
Online Adjunct Faculty--HIST 201: World Civilization,,Online Learning Administration,0,Cancelled,"January 04, 2012 at 03:33 PM",0,0,Open Until Filled,,,$900 per credit hour (3-credit course)
